system,vehicles_completed,avg_duration,avg_waiting_time,avg_time_loss
baseline_medium,1607,253.2065961418793,164.23397635345364,217.3395270690728
old_rl_medium,1506,328.56573705179284,227.58300132802125,292.4957901726427
improved_rl_medium,568,189.21478873239437,92.68661971830986,154.72505281690138
hierarchical_rl_medium,1101,624.6112624886467,515.3069936421435,589.0498092643053
